ID,document,AGE
02ae95de-7ee3-453a-978d-25d28b3f1a88,"things i want for my business cards but are too expensive: 3 pms colors. colored edges, soft touch finish, raised spot uv, cut 45°corners.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"painters produced their most highly valued work when they were 41.92 years old""
http://t.co/t8gvom70ge

so... i've 15 years left for mine?",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username your new discussion layout is confusing regarding who says what, because the comments aren't sectioned off. http://t.co/dfkg4js2o2",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,i never really understood why game environments (which you see most of) get so few resources compared to characters. https://t.co/3af3fn7xve,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username 20k and 2048² on a gun, fine. but throwing the same on an enemy that you try to shoot before he gets too close?",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username guns using the texture already in memory is good. guns on the floor having the same model as fps isn't. probably lod models.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username i'm talking about chars that are small scale compared to enviro props. extreme example: http://t.co/hor8w8t2pr 30~40tri scene,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username dammit crendor. you broke jesse's game and made the audio go *poof*. totally your fault.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username i liken esther to a movie. you can choose to progress or not, but not affect much else. but really, grey area.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"gamers unfazed, sale has arrived!
the tiniest prices, finest of prizes.
gaben be praised, discounts shall thrive! http://t.co/tvbsgnvo1e",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"indie gamedev: i don't want to be bound by publishers and marketing-tests.
indy gamedev: games are an artform! they belong in a museum!",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username @username 25 mbit here (get 22~23), for €10 in the netherlands. previous contract since '08 or '09 was €25, same speed.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username on the flipside: half games for half prices...,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,happy new years with an appropriately times new site!,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"just played the first two episodes of quake again, game's still tight. loving the smooth movement.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,so apparently paying €5 a month for spotify makes me worse than a music pirate...? dafuq? http://t.co/ep8m6v18om,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username wanted to say i appreciate the choice for minions. should make the game feel nicely crowded, and give 'bad' players more fun.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username heh. i think it's funny you're apologizing for sound quality that's still better than, say, 90% of youtube game voiceovers.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"i know this is cool and serious science, but it had me giggling like a kid. best of both worlds!

http://t.co/mqlztqrj5h",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"working on refining my logo...
to chamfer or nor to chamfer, that is the question. http://t.co/qfoaeb6ka6",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"30c3 to protect and infect - youtube http://t.co/tbs0ngzixs
i don't know a whole lot about network security, but enough that this scares me.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"silly spotify. white zombie, judge dredd (2012) soundtrack, rob zombie, ...blue man group? okay then.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username thanks for mentioning the hearthstone open beta! i've been anxiously waiting but hadn't gotten any emails about it yet.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username do you perchance read jezebel? the timing is rather close: http://t.co/cukl2hjm0j,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username i am so sick of people on twitter complaining about a bunch people on twitter!,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"helps to have a map!""
no. no it doesn't.
http://t.co/zffxa1jfn9",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username remember the time you paid 10 grand for  ""celebrity fashion without airbrushing"" pics? so do these people: http://t.co/idvyn5fy2p",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,steam's down. wonder if that's because of the new music stuff?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"play this. now, tomorrow, during lunch, whenever. it's only 5 minutes, but it's awesome: http://t.co/lcjkwxxawy",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,first time i bought a key for dota2 treasure chest: baby roshan. pretty sweet deal.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"hah! that shit's golden, telltale! http://t.co/bs3vwrcrzd",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username are you still looking for people? i can free up some time and be (almost) completely dedicated the next month(s).,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username i threw up some isometric examples at https://t.co/ebhridftbj (assuming you want to stick with the rpgmaker perspective),1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username not many developers/companies would opt out of lots of money because something's addictive. i respect you for that.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,now that's a proper free to play dungeon keeper!,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"http://t.co/am1vjnmrjr
i like this.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username  how do they not help? i find it very useful to know if a game has been designed for touchscreen, controller or kbm.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username remember that fake twitch-lol video from this afternoon? here's a real twitch-plays-dota channel: http://t.co/lqdutiwq2x,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username thanks for reminding me/us to disable adblock for places i regularly visit. because it's often a fairer trade that tv/radio.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"mini metro http://t.co/xyehj47bgm quite a novel idea: build your own growing metro system. not sure about longevity/replayability, though.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username how about keeping the same root word and call them bullvids?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username coil, because of its several experiments. mirror's edge, because of its absence. and whichever game started radial menus. crysis?",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username consider that a free game thrown in by the gods, for your generous purchases.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username ""luft"" means air, not red. and ""rauser"" probably stems from the dutch verb ""rouzen"", playing wildly or ""razen"", rage/storm.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username did you guys just change all your youtube video thumbnails or have i not paid proper attention lately?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username do you also know about https://t.co/6syvxc4gfn ?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username is this april fools or did they really start a website on april 1st with the plan of confusing people on -every- anniversary?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"whelp. @username wanted drama. he got drama. can the devs get a nice game jam now, since that's what they wanted? #game_jam",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"great april fools joke! anita sarkeesian receiving ""gdc ambassador award"" for making 5 videos in two years' time. http://t.co/wjl343uzlu",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username for a moment i thought i was reading about a game from @username,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username your avvy is now black/red/white. does this mean future content will be in betrayer-vision?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username hey i wanted to inform you that potato dungeon seems to be borked right now. clicking to ride pard doesn't work. for me anyways.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"not fond of new @username design. discrover shows less per page, and the menu bar shows less lines so i must scroll to get to my playlists.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username it's a carefully planned deal. he asked both for the exact same amount, so he's raking in cash but staying neutral.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"combine any random music term in youtube, it probably has it. raprock. acapella metal. industrial jazz. celtic chiptunes. gregorian dubstep.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username i feel like i can 'express myself' less right now. it's all white. will there be a way to change style besides just link color??,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username harold and kumar walk down the aisle. because racial inclusivity, of course. ;)",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"just crashed in to more bugs in 45 minutes on the bike, than in the past two weeks of game development.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"goddamnit i hate it when a commenting system forces you to first register, but meanwhile doesn't save your typed post. @username #lookingatu",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username is the new ui broken or just badly designed? i can no longer sort albums or search queries by name/artist/album/length/rating...,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username yes. but only cool people.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,might be cool for portfolios: @username: horizontal scrolling single page template (also on github): http://t.co/hcc5d07nze  #html5 #css3,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username i wonder how many people realized what horrible things they sometimes say. good luck, best wishes, and dump that lump!",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,just rode past some kids biking ~25 km for some @username . i guess that's pretty healthy in the end?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username if you sit like this and stare past your crotch, it probably is. but only barely .http://t.co/rhhcijsbch",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username here's hoping this will wake people up a bit about greenlight / early access / kickstarter, right?",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username what you're saying is, you're now opening a p.o. box under the name of cynicalcox?",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username you hypocrite, you. closing down your p.o. box for other companies but still accepting bribes from polaris! bias. bias!!",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,yay mustasch! http://t.co/d0zqtel8z7,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username jim is, in fact, a drag king. in real life he is an ethereal spirit, but for his shows he dresses up as a man.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username the point is not better because 'harder' but 'balanced against lame exploits'; it means you actually think/engage with the game.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,this should be enough energydrink for at least two days... http://t.co/vqvmlkjcot,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,bad pixel shirts are one of those things that annoy and bother me more than they probably should... http://t.co/b6fc4bnsua,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username so what do we call this kind of review score? hate.strife out of ten?,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username http://t.co/nbagarjcmg good old gaming, a store kinda like steam, origin, but aimed at retro/indie more than aaa.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username u.s. healthcare; it'll cost you an arm and a leg either way...,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username get the spambots under control, please. http://t.co/jlab9xuvp0 http://t.co/yel8vpy1mn http://t.co/cenhgiaw3c http://t.co/k1cfbujxdk",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username and here's yet another one: http://t.co/9nocyffgcr,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username more spammers. clean them up. http://t.co/vtthvtuk00 http://t.co/uvfxbd7lnj,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username no, but i can reccommend you a great shirt: https://t.co/nlkzlrzeny",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"turns out, you should not attempt to run 4 km barefoot when you haven't done so in three years. ouch.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username whoa whoa whoa. not just a black baseball cap, one with a very iconic stitchy liny logo thing! http://t.co/skmmh2gi4z",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username half-life? no, no. carmack made doom, quake, rage. half-life is from @username.",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username why? is there something wrong with them? are the ads too silent to hear for you? we are not having that issue.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,going to try and get something done for #lowrezjam 2014. 5 days left so it's gonna be tight. but i know what i'm gonna make: a 16x9 fighter.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username i'm not seeing the problem with that #lowrezjam workfile. looks perfectly usable. http://t.co/pv9ppwskrw,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username as long as everything is in nice sprite strips i'm happy. for small stuff like this panning around is easier than tabs/windows.,1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username face pulp, actually. i should probably have scaled up the image 200% =p. heck i'm working small enough to make the game 200%",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username i'd like to know which devs you consider upstanding/trustworthy what with nintendo greed, watchdog graphics and 1/2",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username indies such as towns and that recent plane game (air control?). who do you like, still? 2/2",1
02ae95de-7ee3-453a-978d-25d28b3f1a88,i just spent an absurd amount of time playing with this remarkable online sid keyboard emulator: http://t.co/3udwsenuok,1
